images,captions
46759,A surfer riding a wave in the middle of the ocean.
46760,A man standing on a tennis court holding a tennis raquet.
46761,Tennis player running after the ball on a tennis court.
46762,A man tennis player holding a racket about to hill the tennis ball.
46763,A tennis player is doing a backhand to return a ball.
46764,A tennis player hitting a ball in front of a Rolex sign.
46765,A woman in a red tank top walks near a train track near a man in a white shirt.
46766,A woman is walking near rail road tracks towards a man. 
46767,A man and woman standing by the tracks of a train station.
46768,A woman walking barefoot beside the tracks at a train station.
46769,A woman that is standing in a station near tracks.
46770,a woman uses a knife to cut a tomato 
46771,A woman in striped shirt and black apron cutting an tomato.
46772,A woman peeling a piece of fruit in a kitchen.
46773,She has on an apron and is peeling a tomato.
46774,a girl in a white hat is peeling a tomato
46775,A beautiful woman walking a bike across a river.
46776,A woman wading through water with her bicycle.
46777,A woman is wading through a muddy water with a bike.
46778,A man stares off to the side as he is walking his bike in the middle of muddy water.
46779,A woman pushing her bike through a stream.
46780,The woman is standing near boxes on the dining room table. 
46781,The woman is eating breakfast in the kitchen.
46782,A woman standing in a kitchen near several boxes.
46783,A woman standing inside of her kitchen in her home.
46784,A woman stands next to a kitchen table with several boxes on top
46785,A man flying a kite over the ocean under a blue sky.
46786,The man standing on the beach looks up at his flying kite. 
46787,A man stands near the water and looks up at a kite. 
46788,A man flies a kite near the ocean.
46789,A man is flying a kite near the ocean.
46790,A woman swings a racket inside of a tennis machine.
46791,A young tennis player is finishing his swing.
46792,A girl swinging a tennis racquet in a ball cage.
46793,A woman swings a tennis racquet at a US Open display. 
46794,A person playing a tennis game in front of spectators. 
46795,Adult reaching into open refrigerator for food items in kitchen.
46796,There is a person looking at the contents of a refrigerator.
46797,a woman is bending over and reaching into a fridge
46798,A person bending over to look inside the open fridge
46799,The person is bending over looking into the refrigerator.
46800,a skier in a blue jacket is picking up her skis
46801,A skier bends over to pick up her skies as she holds her crutches on a snowy pathway.
46802,The woman has two skis and two ski poles.
46803,A woman reaches for a ski sitting in the snow. 
46804,A person that is about to go skiing in the snow.
46805,a man is holding a teddy bear by the hand
46806,A tall man holding a teddy bear with a basketball.
46807,a man holding a teddy bear standing next to a basketball.
46808,A man stands next to a basketball as it sits on the floor.
46809,"A man who is being hugged around the head by another person, while both people enjoy pizza. "
46810,A girl is grabbing a guy's head at the table in a restaurant.
46811,A person is tilting a man to the side in a restaurant serving pizza. 
46812,A man by a fence using the phone
46813,A man standing next to a fence post next to a green lawn.
46814,A man on a cell phone in front of a colorful hedge.
46815,A man on a cell phone stands outside.
46816,The young man is talking on a cell phone.
46817,A woman riding on the back of a brown horse in an arena.
46818,Woman riding on the back of a horse inside a building. 
46819,A woman wearing a cowboy hat riding a horse. 
46820,A woman is riding a horse inside a building
46821,A woman wearing a plaid shirt and cowboy had rides a brown horse in an arena.
46822,A dude on a bike rides quietly across the place
46823,The man was riding the bike in the road
46824,A biker bikes down the road as people walk on it
46825,A skateboarder in mid air following a jump form cincrete
46826,The man is doing tricks on his skateboard on the ramp.
46827,Skate boarder in midair during a ramp jump.
46828,A skateboarder dropping back down from the side of a bowl.
46829,A man doing a trick on a skateboard off a ramp.
46830,The baby girl is eating a banana while sitting in her chair. 
46831,adult feeding a baby in walker a banana 
46832,A small baby being cleaned up after having his dinner.
46833,A child sitting in a blue chair in a room.
46834,A person is feeding a banana to a young girl.
46835,A horse jumping over a wooden jump at a horse show.
46836,A woman is jumping her horse over a large barrier.
46837,Horse and rider jumping over logs with ropes attached.
46838,The woman is competing in a horse jumping competition.
46839,A jockey on a horse jumping over a hurdle.
46840,A person is playing frisbee in the woods.
46841,A young man about to throw a frisbee playing frisbee golf
46842,A little boy holding a blue frisbee while wearing a blue shirt.
46843,The hiker has stopped under the informative sign.
46844,a person in a blue shirt is playing frizbee golf
46845,A man holding a flip phone looking at it
46846,A man is holding his cellphone and taking a picture.
46847,A man in a work vest adjusts something on a mechanical device.
46848,A person holds a phone in front of him. 
46849,A boy wearing orange holds an object in his hands while he examines it
46850,A man wearing a mask and holding a hammer looks into a refrigerator.
46851,A man with a hammer and goggles standing by a refrigerator door.
46852,A man is wearing a mask while holding a hammer in front of an open refrigerator door.
46853,A man wearing goggles and work gloves looking in a refrigerator.
46854,A man wearing goggles standing with a refrigerator door open 
46855,A man and a woman sitting together at a table eating pizza.
46856,Two people are sitting at an outside table eating pizza.
46857,A couple are enjoying a meal of pizza together.
46858,two people sitting eating a slice of pizza 
46859,a man and a woman are eating some pizza outdoors
46860,A man jumping up in the air to catch a frisbee. 
46861,Man jumping in to the air with hands reached out towards a flying disc.
46862,A boy jumping with arms out to a Frisbee in the air. 
